,Ticker,Timestamp,SDG_Mean,SDG_Mean_change
10179,AAPL,2019-12-08,0.0996946971429972,0.21324233696323186
10180,AAPL,2019-12-09,-0.1808156375575471,-0.2805103347005443
10181,AAPL,2019-12-10,-0.8786538023582514,-0.6978381648007044
10182,AAPL,2019-12-11,0.07644360737020119,0.9550974097284526
10183,AAPL,2019-12-12,-0.2893235832586696,-0.36576719062887075
10184,AAPL,2019-12-13,-0.7489824809705259,-0.4596588977118563
10185,AAPL,2019-12-14,-1.2006953150392663,-0.4517128340687404
10186,AAPL,2019-12-15,-0.3065748007496126,0.8941205142896538
10187,AAPL,2019-12-16,-0.3306034046829057,-0.024028603933293147
10188,AAPL,2019-12-17,-2.1666719063957185,-1.8360685017128127
10189,AAPL,2019-12-18,-0.3899659993989813,1.7767059069967372
10190,AAPL,2019-12-19,-0.3101971974471395,0.07976880195184177
10191,AAPL,2019-12-20,-0.3295110410760401,-0.019313843628900595
10192,AAPL,2019-12-21,-1.3830484721204446,-1.0535374310444046
10193,AAPL,2019-12-22,0.2407102098137995,1.623758681934244
10194,AAPL,2019-12-23,-0.010919348668708166,-0.2516295584825077
10195,AAPL,2019-12-24,0.26677998135771114,0.2776993300264193
10196,AAPL,2019-12-25,0.32971874143883323,0.06293876008112209
10197,AAPL,2019-12-26,1.2090511450413697,0.8793324036025365
10198,AAPL,2019-12-27,0.4683791986152893,-0.7406719464260804
10199,AAPL,2019-12-28,-0.4906464531968068,-0.9590256518120961
10200,AAPL,2019-12-29,0.6659128706645265,1.1565593238613334
10201,AAPL,2019-12-30,0.2311723187717619,-0.4347405518927646
10202,AAPL,2019-12-31,-0.4789144621020233,-0.7100867808737852
10203,AAPL,2020-01-01,0.4939862172449096,0.9729006793469329
10204,AAPL,2020-01-02,0.024309714334426042,-0.4696765029104836
10205,AAPL,2020-01-03,-0.457699345035084,-0.48200905936951005
10206,AAPL,2020-01-04,0.17264758168547115,0.6303469267205551
10207,AAPL,2020-01-05,-0.6333089293487852,-0.8059565110342564
10208,AAPL,2020-01-06,0.04018843429395167,0.6734973636427369
10209,AAPL,2020-01-07,-0.4961175134518445,-0.5363059477457962
10210,AAPL,2020-01-08,-1.0332871167056434,-0.5371696032537989
10211,AAPL,2020-01-09,-1.192837228361178,-0.15955011165553445
10212,AAPL,2020-01-10,-0.9519155808188136,0.24092164754236434
10213,AAPL,2020-01-11,-0.2281835615545099,0.7237320192643036
10214,AAPL,2020-01-12,-0.946256434993386,-0.718072873438876
10215,AAPL,2020-01-13,-1.2036721980011431,-0.25741576300775715
10216,AAPL,2020-01-14,-1.2339893086359126,-0.030317110634769495
10217,AAPL,2020-01-15,-0.8210251785109086,0.412964130125004
10218,AAPL,2020-01-16,0.46408925457526706,1.2851144330861757
10219,AAPL,2020-01-17,0.1787679846958377,-0.28532126987942935
10220,AAPL,2020-01-18,0.018848964155248102,-0.1599190205405896
10221,AAPL,2020-01-19,0.2037709187590408,0.18492195460379268
10222,AAPL,2020-01-20,-0.8612331351066281,-1.0650040538656689
10223,AAPL,2020-01-21,-1.418765558786993,-0.5575324236803648
10224,AAPL,2020-01-22,-0.6250526958340413,0.7937128629529516
10225,AAPL,2020-01-23,-0.4377125481325074,0.18734014770153395
10226,AAPL,2020-01-24,-0.7689583891858824,-0.33124584105337507
10227,AAPL,2020-01-25,-1.2823201308175225,-0.5133617416316401
10228,AAPL,2020-01-26,-0.3462142454093194,0.9361058854082032
10229,AAPL,2020-01-27,-1.0663763805109567,-0.7201621351016374
10230,AAPL,2020-01-28,-1.5763918220479356,-0.5100154415369789
10231,AAPL,2020-01-29,-0.735036166162239,0.8413556558856966
10232,AAPL,2020-01-30,-1.188285225015459,-0.45324905885322
10233,AAPL,2020-01-31,-1.7533460931125786,-0.5650608680971196
10234,AAPL,2020-02-01,-4.037384704213647,-2.284038611101068
10235,AAPL,2020-02-02,-4.063214361288178,-0.025829657074531553
10236,AAPL,2020-02-03,-2.2203427328954213,1.842871628392757
10237,AAPL,2020-02-04,-1.1282784165923574,1.0920643163030639
10238,AAPL,2020-02-05,-1.4602467291547383,-0.3319683125623809
10239,AAPL,2020-02-06,-0.5620084644241301,0.8982382647306082
10240,AAPL,2020-02-07,-1.9397477789683488,-1.3777393145442187
10241,AAPL,2020-02-08,-5.176698363851587,-3.236950584883238
10242,AAPL,2020-02-09,-3.7203691310149294,1.4563292328366577
10243,AAPL,2020-02-10,-2.2625942576163744,1.457774873398555
10244,AAPL,2020-02-11,-0.28373707819207794,1.9788571794242964
10245,AAPL,2020-02-12,-0.6752951749190572,-0.3915580967269793
10246,AAPL,2020-02-13,-1.3889022367396149,-0.7136070618205577
10247,AAPL,2020-02-14,-1.713281368317238,-0.3243791315776232
10248,AAPL,2020-02-15,-1.7819926357774103,-0.0687112674601722
10249,AAPL,2020-02-16,-2.2396010644194946,-0.4576084286420843
10250,AAPL,2020-02-17,-1.5873722023279682,0.6522288620915264
10251,AAPL,2020-02-18,-3.5631615568703814,-1.9757893545424132
10252,AAPL,2020-02-19,-2.6976219557628944,0.865539601107487
10253,AAPL,2020-02-20,-2.157776018978719,0.5398459367841753
10254,AAPL,2020-02-21,-2.3676020117778327,-0.20982599279911351
10255,AAPL,2020-02-22,-1.4225954255803062,0.9450065861975265
10256,AAPL,2020-02-23,-0.5818655220426303,0.8407299035376758
10257,AAPL,2020-02-24,-1.513906027253466,-0.9320405052108356
10258,AAPL,2020-02-25,-2.2695064750392606,-0.7556004477857947
10259,AAPL,2020-02-26,-2.128098934669953,0.14140754036930758
10260,AAPL,2020-02-27,-1.6408843345644135,0.4872146001055395
10261,AAPL,2020-02-28,-2.1813836274484735,-0.54049929288406
10262,AAPL,2020-02-29,-1.2959268059272782,0.8854568215211953
10263,AAPL,2020-03-01,-2.9840616078755664,-1.6881348019482882
10264,AAPL,2020-03-02,-1.96617156030687,1.0178900475686965
10265,AAPL,2020-03-03,-1.4335631115860734,0.5326084487207965
10266,AAPL,2020-03-04,-0.5445123786165031,0.8890507329695703
10267,AAPL,2020-03-05,-1.6505423995532031,-1.1060300209367
10268,AAPL,2020-03-06,-1.4706800205339603,0.17986237901924285
10269,AAPL,2020-03-07,-2.542315089487835,-1.0716350689538745
10270,AAPL,2020-03-08,-2.280619139411451,0.2616959500763838
10271,AAPL,2020-03-09,-4.591191584578435,-2.310572445166984
10272,AAPL,2020-03-10,-2.9189696648249672,1.6722219197534676
10273,AAPL,2020-03-11,-1.7405580168496402,1.178411647975327
10274,AAPL,2020-03-12,-0.909106968158792,0.8314510486908482
10275,AAPL,2020-03-13,-1.8661265206624669,-0.9570195525036749
10276,AAPL,2020-03-14,-2.4910949391694794,-0.6249684185070126
10277,AAPL,2020-03-15,-2.7963378267895846,-0.3052428876201052
10278,AAPL,2020-03-16,-2.760711234952113,0.03562659183747163
10279,AAPL,2020-03-17,-3.032348172947723,-0.27163693799561006
10280,AAPL,2020-03-18,-2.9598268827895264,0.07252129015819664
10281,AAPL,2020-03-19,-0.9157880492913626,2.044038833498164
10282,AAPL,2020-03-20,-2.5373871191431903,-1.6215990698518277
10283,AAPL,2020-03-21,-2.9448852529409595,-0.4074981337977692
10284,AAPL,2020-03-22,-2.3057312305632194,0.6391540223777401
10285,AAPL,2020-03-23,-1.1574051276826818,1.1483261028805376
10286,AAPL,2020-03-24,-1.2087692451905103,-0.051364117507828544
10287,AAPL,2020-03-25,-1.5508351795206985,-0.34206593433018817
10288,AAPL,2020-03-26,-1.4512301308056346,0.09960504871506393
10289,AAPL,2020-03-27,-0.8469091511325556,0.604320979673079
10290,AAPL,2020-03-28,-1.7488415938371864,-0.9019324427046308
10291,AAPL,2020-03-29,-2.1927541529144743,-0.4439125590772879
10292,AAPL,2020-03-30,-2.3005539005063347,-0.1077997475918604
10293,AAPL,2020-03-31,-0.7792376056992006,1.521316294807134
10294,AAPL,2020-04-01,-1.9218001451529843,-1.1425625394537837
10295,AAPL,2020-04-02,-1.8780397110011984,0.043760434151785876
10296,AAPL,2020-04-03,-2.9636002224426985,-1.0855605114415001
10297,AAPL,2020-04-04,-1.6400752639168676,1.3235249585258309
10298,AAPL,2020-04-05,-0.7196644290858917,0.920410834830976
10299,AAPL,2020-04-06,-1.382903377647059,-0.6632389485611673
10300,AAPL,2020-04-07,-1.3300039631932061,0.05289941445385282
10301,AAPL,2020-04-08,-1.6212281649766729,-0.29122420178346675
10302,AAPL,2020-04-09,-1.0143467821648036,0.6068813828118693
10303,AAPL,2020-04-10,-0.6059395952983541,0.4084071868664495
10304,AAPL,2020-04-11,-1.4263633594819856,-0.8204237641836315
10305,AAPL,2020-04-12,-1.3389820907006291,0.08738126878135644
10306,AAPL,2020-04-13,-0.4490061393739218,0.8899759513267074
10307,AAPL,2020-04-14,-1.1486739490572089,-0.6996678096832871
10308,AAPL,2020-04-15,-1.6648163611886695,-0.5161424121314606
10309,AAPL,2020-04-16,-1.599243612453558,0.06557274873511143
10310,AAPL,2020-04-17,-1.032596202958734,0.566647409494824
10311,AAPL,2020-04-18,-1.8731294869212511,-0.840533283962517
10312,AAPL,2020-04-19,-1.2859595934527852,0.5871698934684659
10313,AAPL,2020-04-20,-0.5529641988959261,0.7329953945568591
10314,AAPL,2020-04-21,-0.20376421603807413,0.3491999828578519
10315,AAPL,2020-04-22,-0.9550063518020636,-0.7512421357639895
110764,AMT,2019-12-12,1.6651248843663302,0.1669975435423603
110770,AMT,2019-12-18,4.22960725075529,4.442866302619393
110771,AMT,2019-12-19,0.69364161849711,-3.53596563225818
110778,AMT,2019-12-26,1.863674683388429,0.07636458508636901
110782,AMT,2019-12-30,-1.9273257222021896,-3.70422601835224
110786,AMT,2020-01-03,1.4016413297173944,0.5667228256050703
110787,AMT,2020-01-04,1.2368526002355649,-0.16478872948182954
110788,AMT,2020-01-05,-0.807733982928182,-2.044586583163747
110789,AMT,2020-01-06,-0.643278739551682,0.16445524337649997
110790,AMT,2020-01-07,-1.2236700438947619,-0.5803913043430798
110791,AMT,2020-01-08,1.48731408573928,2.710984129634042
110792,AMT,2020-01-09,0.5595514686579496,-0.9277626170813303
110793,AMT,2020-01-10,-2.5994648727502847,-3.1590163414082344
110796,AMT,2020-01-13,1.2971554660927949,2.013675490130886
110803,AMT,2020-01-20,0.0930232558139532,-1.684036518014807
110804,AMT,2020-01-21,2.51572327044025,2.422700014626297
110805,AMT,2020-01-22,7.017543859649121,4.5018205892088705
110826,AMT,2020-02-12,0.4860629006359034,0.9334520882052217
110827,AMT,2020-02-13,0.6915515382960417,0.20548863766013825
110832,AMT,2020-02-18,0.42056677702516704,2.2855641139297433
110833,AMT,2020-02-19,0.8917954815695582,0.4712287045443912
110834,AMT,2020-02-20,2.23214285714286,1.3403473755733017
110835,AMT,2020-02-21,0.9227220299884659,-1.3094208271543941
110838,AMT,2020-02-24,1.6929997388455624,1.0757157882282784
110839,AMT,2020-02-25,-0.5862048114603995,-2.2792045503059617
110840,AMT,2020-02-26,-0.1628100621949011,0.42339474926549836
110841,AMT,2020-02-27,0.1591699290444056,0.3219799912393067
110842,AMT,2020-02-28,-1.135523444757877,-1.2946933738022826
110843,AMT,2020-02-29,-1.4035087719298205,-0.26798532717194345
110848,AMT,2020-03-05,0.001006811148320609,-5.598993188851679
110855,AMT,2020-03-12,2.57936507936508,0.44261294261294015
110856,AMT,2020-03-13,1.5019068219134686,-1.0774582574516114
110857,AMT,2020-03-14,0.6172839506172839,-0.8846228712961847
110860,AMT,2020-03-17,0.41639437153487774,0.17487874364648665
110861,AMT,2020-03-18,3.4615384615384603,3.0451440900035824
110875,AMT,2020-04-01,0.08913219732061888,-0.4100579683839366
110890,AMT,2020-04-16,-6.25909752547307,-8.38553430708227
110891,AMT,2020-04-17,1.3215859030836998,7.58068342855677
110894,AMT,2020-04-20,0.3740648379052371,-1.2388383879012128
110895,AMT,2020-04-21,0.1877975665667435,-0.18626727133849358
110896,AMT,2020-04-22,-0.6471098277416673,-0.8349073943084108
115917,AMZN,2019-12-07,0.22307277273209405,-0.7553861289504575
115918,AMZN,2019-12-08,0.5963745401502648,0.3733017674181708
115919,AMZN,2019-12-09,0.17008841853450876,-0.4262861216157561
115920,AMZN,2019-12-10,-0.036677429235254966,-0.20676584776976373
115921,AMZN,2019-12-11,1.0569285211734598,1.0936059504087148
115922,AMZN,2019-12-12,1.5511478361353692,0.4942193149619094
115923,AMZN,2019-12-13,1.9628939565600845,0.41174612042471526
115924,AMZN,2019-12-14,1.5446765079832685,-0.418217448576816
115925,AMZN,2019-12-15,0.5361660817284173,-1.0085104262548512
115926,AMZN,2019-12-16,0.965624135674952,0.4294580539465347
115927,AMZN,2019-12-17,0.8447863859709801,-0.12083774970397188
115928,AMZN,2019-12-18,1.6895744989617236,0.8447881129907435
115929,AMZN,2019-12-19,2.8907460194415666,1.201171520479843
115930,AMZN,2019-12-20,0.15692444824688004,-2.7338215711946865
115931,AMZN,2019-12-21,-0.3839601092872177,-0.5408845575340977
115932,AMZN,2019-12-22,0.010126246502516728,0.3940863557897344
115933,AMZN,2019-12-23,0.42419561906071945,0.41406937255820275
115934,AMZN,2019-12-24,1.5154144971297752,1.0912188780690557
115935,AMZN,2019-12-25,0.3938854464133456,-1.1215290507164295
115936,AMZN,2019-12-26,0.5217454416370875,0.12785999522374186
115937,AMZN,2019-12-27,0.11884890807631684,-0.4028965335607706
115938,AMZN,2019-12-28,-0.2129911783115602,-0.33184008638787704
115939,AMZN,2019-12-29,-0.5077813500827961,-0.2947901717712359
115940,AMZN,2019-12-30,0.3188669194581899,0.826648269540986
115941,AMZN,2019-12-31,0.3816622550773547,0.06279533561916478
115942,AMZN,2020-01-01,-1.1438573382943356,-1.5255195933716903
115943,AMZN,2020-01-02,-0.35308443341858525,0.7907729048757504
115944,AMZN,2020-01-03,-0.2892735478002645,0.06381088561832077
115945,AMZN,2020-01-04,1.0467185058128063,1.335992053613071
115946,AMZN,2020-01-05,0.510973228139672,-0.5357452776731343
115947,AMZN,2020-01-06,0.4733483885895004,-0.03762483955017165
115948,AMZN,2020-01-07,0.8175757899051125,0.3442274013156121
115949,AMZN,2020-01-08,0.5492522336498319,-0.2683235562552806
115950,AMZN,2020-01-09,1.3733900892870974,0.8241378556372655
115951,AMZN,2020-01-10,1.8863671137297209,0.5129770244426235
115952,AMZN,2020-01-11,0.1455728619668864,-1.7407942517628345
115953,AMZN,2020-01-12,2.0928306583588894,1.947257796392003
115954,AMZN,2020-01-13,0.6964361205905965,-1.396394537768293
115955,AMZN,2020-01-14,1.0473855360375102,0.3509494154469137
115956,AMZN,2020-01-15,0.7067139847916535,-0.3406715512458567
115957,AMZN,2020-01-16,0.26099191924214155,-0.44572206554951194
115958,AMZN,2020-01-17,0.17800109186782728,-0.08299082737431426
115959,AMZN,2020-01-18,-0.2277815675326891,-0.4057826594005164
115960,AMZN,2020-01-19,1.3641532201410411,1.5919347876737302
115961,AMZN,2020-01-20,0.7127123876076521,-0.651440832533389
115962,AMZN,2020-01-21,1.6785032808501978,0.9657908932425457
115963,AMZN,2020-01-22,0.16947453581593042,-1.5090287450342674
115964,AMZN,2020-01-23,-0.1671808779728314,-0.33665541378876185
115965,AMZN,2020-01-24,0.6686203396252464,0.8358012175980778
115966,AMZN,2020-01-25,-0.7316448462295414,-1.4002651858547877
115967,AMZN,2020-01-26,-0.5569260499260867,0.17471879630345466
115968,AMZN,2020-01-27,0.06441740906682036,0.6213434589929071
115969,AMZN,2020-01-28,0.4537082871655677,0.38929087809874735
115970,AMZN,2020-01-29,-0.2999362687903777,-0.7536445559559455
115971,AMZN,2020-01-30,0.6177947158008761,0.9177309845912538
115972,AMZN,2020-01-31,0.37583940859822174,-0.24195530720265435
115973,AMZN,2020-02-01,-0.5906087283652829,-0.9664481369635046
115974,AMZN,2020-02-02,0.8411927318116352,1.431801460176918
115975,AMZN,2020-02-03,1.8897649793534423,1.0485722475418071
115976,AMZN,2020-02-04,1.1251671043135243,-0.764597875039918
115977,AMZN,2020-02-05,1.3304923383978466,0.20532523408432235
115978,AMZN,2020-02-06,1.1126314081441115,-0.2178609302537351
115979,AMZN,2020-02-07,1.2393787621895451,0.12674735404543358
115980,AMZN,2020-02-08,-0.2730191968774072,-1.5123979590669523
115981,AMZN,2020-02-09,-0.009459005386444548,0.26356019149096266
115982,AMZN,2020-02-10,-0.3119581692316871,-0.30249916384524256
115983,AMZN,2020-02-11,-0.23804347972764905,0.07391468950403807
115984,AMZN,2020-02-12,0.3599943691743173,0.5980378489019664
115985,AMZN,2020-02-13,0.3090602811245176,-0.05093408804979971
115986,AMZN,2020-02-14,0.934357302036255,0.6252970209117374
115987,AMZN,2020-02-15,0.5692737090615524,-0.3650835929747026
115988,AMZN,2020-02-16,0.845770355158997,0.2764966460974446
115989,AMZN,2020-02-17,0.5402656031993388,-0.3055047519596582
115990,AMZN,2020-02-18,0.38928143584929975,-0.15098416735003906
115991,AMZN,2020-02-19,-0.0655529196759732,-0.45483435552527296
115992,AMZN,2020-02-20,1.4316102926851384,1.4971632123611116
115993,AMZN,2020-02-21,0.6771612089185346,-0.7544490837666038
115994,AMZN,2020-02-22,0.450334215170024,-0.22682699374851062
115995,AMZN,2020-02-23,0.11785025182425125,-0.33248396334577274
115996,AMZN,2020-02-24,0.4912874299639056,0.3734371781396544
115997,AMZN,2020-02-25,-0.18249809671588693,-0.6737855266797925
115998,AMZN,2020-02-26,1.239673463578975,1.422171560294862
115999,AMZN,2020-02-27,1.4765137188159263,0.2368402552369513
116000,AMZN,2020-02-28,0.923122858471086,-0.5533908603448403
116001,AMZN,2020-02-29,-0.3276792519086473,-1.2508021103797333
116002,AMZN,2020-03-01,0.3115572608244481,0.6392365127330955
116003,AMZN,2020-03-02,0.6017502541489705,0.2901929933245224
116004,AMZN,2020-03-03,0.015316904736586291,-0.5864333494123842
116005,AMZN,2020-03-04,0.3719809443911114,0.3566640396545251
116006,AMZN,2020-03-05,0.8883380895563867,0.5163571451652753
116007,AMZN,2020-03-06,-0.9164338955978216,-1.8047719851542083
116008,AMZN,2020-03-07,-0.6382636192150509,0.2781702763827707
116009,AMZN,2020-03-08,-1.7701358281268311,-1.1318722089117803
116010,AMZN,2020-03-09,-0.401197790359205,1.3689380377676261
116011,AMZN,2020-03-10,-1.3989092043854388,-0.9977114140262338
116012,AMZN,2020-03-11,0.4787226470402208,1.8776318514256596
116013,AMZN,2020-03-12,0.9705605841820862,0.49183793714186547
116014,AMZN,2020-03-13,-0.4522717606707157,-1.422832344852802
116015,AMZN,2020-03-14,-1.6827625108944126,-1.230490750223697
