Timestamp,SDG_1,SDG_2,SDG_3,SDG_4,SDG_5,SDG_6,SDG_7,SDG_8,SDG_9,SDG_10,SDG_11,SDG_12,SDG_13,SDG_14,SDG_15,SDG_16,SDG_17,SDG_Health Care,SDG_Industrials,SDG_Consumer Discretionary,SDG_Information Technology,SDG_Financials,SDG_Consumer Staples,SDG_Utilities,SDG_Materials,SDG_Real Estate,SDG_Energy,SDG_Communication Services,SDG_all
2019-12-08,-0.6517449153064399,0.09384347175897698,0.0744448253744715,0.6444300531421734,-1.8813867974531997,-0.3417166793457134,-0.4407496275427184,0.4924458329611119,-0.3354355782623199,0.09333977141566091,0.1236174290061333,-0.21787766445014797,-0.566018878965108,-0.2268213629491676,-0.36305760869221676,-0.32965501722725127,-0.5970347704692882,-0.5162488793144013,0.20543432078542304,0.5862643975114176,0.8559565105289656,0.48298002092796993,0.3443524240678772,0.6206375839791554,0.3078503424061259,0.5733942354148016,-0.2593296241611266,-0.349612676566389,-0.2605516186473555
2019-12-09,-0.1818834775435958,0.20694816653665873,0.3448074069643894,1.198880692696468,-0.7999455427602138,0.4834090465669296,0.09716777012198458,0.7597370883905159,0.19008121008403192,0.39182571669989946,0.4203282310631182,0.066167727149052,-0.12049649182607396,0.12962211185049288,-0.20995821764997913,0.050592556594154466,-0.17639676748236574,0.36091467911021835,0.6493266321425067,0.4222257925703815,0.7778040114995163,0.8472040898900746,1.3571526533721836,0.21524722552796144,0.35719078913430946,1.2970842924852728,-0.0008710982149106668,-0.044068041070226154,0.16769924867385097
2019-12-10,-0.07124454066764348,0.18984384056311795,0.3218870253432005,1.2861098427521387,-2.2597798063677024,0.07806283925961911,-0.014455674898780397,0.5848865956231323,0.12030876090665255,0.31402307587654804,0.28702285364248875,0.2514585815640911,-0.1612798006782427,0.2243010919391785,-0.1566279700857309,-0.23551524606951268,-0.1485439813979354,0.09183837230578017,0.1411094064040582,0.6066377480955428,0.7908654302558076,0.23080346473999425,1.0557801403622566,0.34760880328483607,-0.2542116481771645,0.3464516580594987,-0.36868586666621433,0.5730299017947853,0.03590926395909527
2019-12-11,0.45544704756328735,0.7991084120195074,0.7207478629707567,1.4356939790680732,-1.9543984571641748,0.22738012285014855,0.6473743184226144,0.989040835574653,0.4570164510817687,0.5347063810122409,0.7205337411978266,0.49452775431624163,0.208785581956648,0.40094917188013546,0.37832208860028055,0.10723660162871854,0.2543447561422463,-0.04350162172895219,0.7206915585834203,0.9468967256155915,1.1455251372355353,0.6082843320498228,1.5728789808845216,0.807449295395082,0.8315812800775741,1.5144898156762754,0.3479821324392308,0.9339874313218668,0.40451862641888076
2019-12-12,0.14302097661389,0.7105801286985199,0.6313063625202373,1.3350011250714484,-1.2001704208362456,0.3561159878147796,0.6489981069735319,0.9543895484348982,0.5756683693997839,0.6771449576750687,0.71451029734211,0.3151313488302058,0.06088446422376472,0.49896361714040766,0.2344436805565949,0.16964268212673225,0.530360816837221,0.3711109492336513,0.7346203990120875,0.57590386305866,1.132636484881335,0.8247091276484614,1.7131018668912779,0.48751721086463273,0.531129924782349,0.24843590549694747,-0.35370022555314706,0.8540745494781048,0.4327054146719381
2019-12-13,0.20455040193155674,0.3817011611011154,0.6524429286905649,1.1598605903253751,-1.9849128342202775,0.40141139945312654,0.6161428533457552,0.8657081319353498,0.3227863359851414,0.5151584551783255,0.4127565648475388,0.40746048400476753,0.17471689957757094,0.1844811579762097,0.1340455504973984,0.06273624074874488,0.01704835648476976,-0.12358966531392547,0.44046485156942233,0.576637602199123,0.8483038345777266,0.6148362736545843,1.1839334059368287,1.3008383361527478,0.4255728489188639,1.0360305270179722,0.698291659270693,0.9010489059714999,0.26635851046253134
2019-12-14,-0.10516187458033678,0.12461297706521399,-0.20067122865635834,0.6936290710558062,-2.4904070743914835,-0.13983513947224527,0.31977330327693987,0.3595210131850879,-0.35198192832848185,-0.2052510121030304,-0.19579076787624553,0.22284765826714897,-0.4118411890412514,-0.7141763152715742,-0.4371327420839089,-0.7130571894155138,-0.09921878512741572,-0.5888528788370312,-0.28222486791557466,0.27220287579202795,0.2249433843640678,0.07201334617451621,1.4670270983084885,-0.6507765730682333,-0.9097245134505618,0.4599291400337638,-0.08111561110978888,-0.01647741697768377,-0.25553771902927347
2019-12-15,0.2514460133070694,0.48658423865557227,0.24647284243448792,0.6458167972911623,-1.546128468349396,-0.03082088423165854,0.18153599958107677,0.5935148671787487,-0.1282594820673631,0.267105879641338,-0.006029982393534664,0.14136800986829506,-0.5328248982705629,-0.3699633555542924,-0.5624731263639002,-0.5063672758367374,-0.27072694413580595,0.2126807487442924,0.36325945478204413,0.8198460313386237,0.8959240087410134,0.34917000105928564,0.7240210919456352,0.47210633672460595,-0.8567497618170958,0.53333939867302,-0.23272838749857253,-0.10523120734216034,-0.06704410407326476
2019-12-16,0.0640791568848808,0.399090397709352,0.6022378543763391,1.0557485935395419,-1.7552109423237572,0.2828113038152365,0.40010364230502105,0.8660417448094223,0.48104238180930586,0.5171668693535701,0.6166683908099635,0.26579863346265475,-0.08962947034583457,-0.047349251176348084,-0.12032256917622247,0.18713992595035026,0.22991911982173446,0.6288067835136723,0.53902988656464,0.82690435784959,0.9123188173329854,0.1681136363785057,0.4668206747041512,0.6676514765603511,1.75103103115446,1.4067730337312487,-0.0262282675889098,0.28789217827049546,0.23266681068383588
2019-12-17,0.13991410246938704,0.5693276795611529,0.5554677897058689,1.0347589317764707,-1.5602281471978343,0.2956737701176536,0.11506322389428575,0.680252181566207,0.3281921717348667,0.2654025371427038,0.4204079322462329,0.46459087233007584,0.048467076088066614,0.25574182801611706,0.07616452331222924,-0.03317429595951899,0.43699860022477827,-0.13805128784223622,0.34710887473946833,0.9435212035688612,0.7839142523986649,0.686946771922519,0.6723523567110151,0.025091731086537755,0.5866342803075378,1.9748368756793409,0.2367688073228514,0.7196116757281497,0.24076592806051433
